Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Implement compliance for Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/implement-compliance-for-microsoft-teams/,12,"11,024","149,336",87.96%,"10,441","4,582","5,327",19,1674.169722,18.27031345,74,4.871698113,265,,,m365;office-teams,administrator,intermediate,tfrink,wwlpublish
Implement compliance in Teams,https://docs.microsoft.com/en-us/learn/modules/m365-teams-implement-compliance/,6,961,"6,334",93.56%,871,407,434,,27.99027778,3.498784722,16,4.8,15,,,office-teams,administrator,intermediate,teleary,temanteleary
Implement compliance solutions,https://docs.microsoft.com/en-us/learn/modules/implement-compliance-solutions/,8,190,"1,302",77.46%,142,55,60,,23.42555556,14.79508772,29,4.75,4,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Implement data binding in your Windows 10 application,https://docs.microsoft.com/en-us/learn/modules/implement-data-binding-in-windows-10-app/,8,196,740,19.05%,84,8,9,,15.00305556,9.185544218,70,5,1,,,windows,developer,beginner,quradic,QuinnRadich
Implement data integration concepts and solutions for Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/integration-concepts-finance-operations/,12,373,"3,880",53.62%,280,74,75,,94.01194444,30.65606884,46,,,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,advanced,cstorega,cstorega
Implement Desired State Configuration (DSC),https://docs.microsoft.com/en-us/learn/modules/implement-desired-state-configuration-dsc/,11,2,2,NaN,0,0,1,,0.235555556,14.13333333,23,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Implement device fingerprinting in Dynamics 365 Fraud Protection,https://docs.microsoft.com/en-us/learn/modules/device-fingerprint-fraud-protection/,6,62,182,58.33%,24,7,6,,6.301111111,12.19569892,73,,,,,dynamics-365;dynamics-fraud-protection;dynamics-commerce,functional-consultant;administrator,intermediate,cstorega,cstorega
Implement disaster recovery for SAP workloads in Azure,https://docs.microsoft.com/en-us/learn/modules/implement-disaster-recovery-for-sap-workloads-azure/,11,54,482,68.42%,38,13,16,,3.649722222,8.110493827,74,,,,,azure,administrator;solution-architect,advanced,eric,wwlpublish
Implement DNS for Windows Server IaaS VMs,https://docs.microsoft.com/en-us/learn/modules/implement-dns-for-windows-server-iaas-virtual-machines/,9,"1,493","11,304",78.90%,"1,093",430,481,1,54.6975,4.405167785,50,4.8,35,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Implement Docker multi-stage builds,https://docs.microsoft.com/en-us/learn/modules/implement-docker-multi-stage-builds/,9,4,16,0.00%,2,0,,,0.313055556,9.391666667,16,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Implement Durable Functions,https://docs.microsoft.com/en-us/learn/modules/implement-durable-functions/,9,"11,551","123,938",89.96%,"10,892","4,876","5,844",1,1417.824167,14.77156624,32,4.754045307,309,,,azure;azure-functions,developer,intermediate,jeffko,wwlpublish
Implement error handling and logging in Go,https://docs.microsoft.com/en-us/learn/modules/go-errors-logs/,5,491,"2,316",41.62%,397,82,68,,61.93388889,15.29231824,18,4.8,5,,,azure;vs-code,developer;student,beginner,chnoring,meaghanlewis
Implement error handling with Transact-SQL,https://docs.microsoft.com/en-us/learn/modules/implement-error-handling-transact-sql/,6,468,"2,312",55.90%,322,90,98,1,44.955,11.52692308,45,4.875,8,,,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student,advanced,rcaper,wwlpublish
Implement feature flags in a cloud-native ASP.NET Core microservices app,https://docs.microsoft.com/en-us/learn/modules/microservices-configuration-aspnet-core/,7,538,"2,456",49.38%,320,79,87,,61.46916667,13.7105948,52,4.333333333,6,,,dotnet;aspnet-core;dotnet-core;azure;azure-app-configuration;azure-container-registry;azure-kubernetes-service,developer;solution-architect,intermediate,scaddie,scottaddie
Implement generic types and traits,https://docs.microsoft.com/en-us/learn/modules/rust-generic-types-traits/,10,586,"4,484",37.88%,407,75,70,,95.50833333,19.96689895,31,4.5,4,,,azure,developer;student,beginner,chnoring,meaghanlewis
Implement Group Policy Objects,https://docs.microsoft.com/en-us/learn/modules/implement-group-policy-objects/,9,"2,457","17,486",56.15%,"1,794",502,522,1,381.95,18.7077551,55,4.766666667,30,,,windows-server,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Implement high availability for SAP workloads in Azure,https://docs.microsoft.com/en-us/learn/modules/implement-high-availability-for-sap-workloads-azure/,21,98,"1,286",31.58%,76,12,15,,13.69444444,16.76870748,125,,,,,azure,administrator;solution-architect,advanced,eric,wwlpublish
Implement high availability in SAP NetWeaver with AnyDB on Azure virtual machines,https://docs.microsoft.com/en-us/learn/modules/implement-ha-sap-netweaver-anydb/,13,71,534,45.45%,45,10,11,,5.874722222,10.07095238,51,,,,,azure,administrator,advanced,eric,wwlpublish
Implement high availability of Windows Server VMs,https://docs.microsoft.com/en-us/learn/modules/implement-high-availability-of-windows-server-vms/,7,659,"2,752",43.22%,404,86,80,,43.32583333,7.998615385,45,4.6,5,,,windows-server,administrator;security-engineer;solution-architect,intermediate,tonyj,wwlpublish
Implement hybrid backup and recovery with Windows Server IaaS,https://docs.microsoft.com/en-us/learn/modules/implement-hybrid-backup-recovery-windows-server-iaas/,10,"6,745","78,771",88.94%,"6,248","2,783","3,498",5,700.6661111,12.50073347,61,4.838926174,149,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Implement Hybrid identity,https://docs.microsoft.com/en-us/learn/modules/hybrid-identity/,10,"3,469","33,840",63.66%,"2,949",930,961,2,936.3836111,32.64556459,60,4.656716418,67,,,azure;azure-active-directory,administrator;security-engineer,intermediate,roberts,wwlpublish
Implement hybrid identity with Windows Server,https://docs.microsoft.com/en-us/learn/modules/implement-hybrid-identity-windows-server/,15,"8,838","136,633",75.72%,"7,902","2,988","3,755",8,1987.941944,27.12679478,109,4.826271186,236,,,azure;azure-active-directory;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Implement hybrid network infrastructure,https://docs.microsoft.com/en-us/learn/modules/implement-hybrid-network-infrastructure/,9,"13,494","125,823",59.88%,"11,437","3,408","4,236",20,2853.568889,25.48967297,69,4.85026738,374,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Implement Hyper-V Replica,https://docs.microsoft.com/en-us/learn/modules/implement-hyper-v-replica/,10,693,"4,810",42.19%,515,108,106,,85.14555556,14.85096899,50,4.8,5,,,windows-server,administrator;solution-architect,intermediate,tonyj,wwlpublish
Implement information protection using Microsoft Cloud App Security,https://docs.microsoft.com/en-us/learn/modules/information-protection-microsoft-cloud-app-security/,6,580,"3,842",91.60%,500,229,256,1,18.22305556,3.770287356,28,4.888888889,9,,,m365-ems-cloud-app-security,administrator,beginner,beccarobins,beccarobins
Implement initial configuration of Azure Active Directory,https://docs.microsoft.com/en-us/learn/modules/implement-initial-configuration-of-azure-active-directory/,10,"17,582","156,464",48.06%,"15,332","3,683","4,308",10,3654.837222,25.0818064,53,4.83197832,369,,,azure;azure-active-directory-domain,administrator;identity-access-admin;security-engineer,advanced,roberts,wwlpublish
Implement integrated cache in Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/modules/implement-integrated-cache/,6,18,104,71.43%,14,5,5,,3.126944444,20.8462963,24,,,,,azure-cosmos-db,developer,intermediate,calopez,wwlpublish
Implement interfaces in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/business-central-interfaces/,6,357,"2,260",54.01%,274,74,71,,71.85527778,24.22088015,46,4.666666667,3,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Implement interfaces in TypeScript,https://docs.microsoft.com/en-us/learn/modules/typescript-implement-interfaces/,8,"1,092","5,638",35.95%,664,119,128,,177.6716667,19.56018349,46,4.769230769,13,,,azure;vs-code,developer;student,intermediate,chnoring,GeekTrainer
Implement IP Address Management,https://docs.microsoft.com/en-us/learn/modules/implement-ip-address-management/,10,"1,094","8,034",60.94%,723,220,230,1,95.02638889,10.44246032,75,4.631578947,19,,,windows-server,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Implement lifecycle management and governance for Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/implement-lifecycle-management-governance-for-microsoft-teams/,12,"16,060","206,833",83.24%,"14,694","6,089","7,100",33,2730.388889,20.48559877,67,4.807531381,478,,,m365;office-teams,administrator,intermediate,jennyche,wwlpublish
Implement logging in a .NET Framework ASP.NET web application,https://docs.microsoft.com/en-us/learn/modules/aspnet-logging/,5,"1,173","3,882",3.23%,682,11,12,,54.24388889,5.553981797,24,,,61,35,azure;aspnet;azure-web-apps;azure-application-insights;azure-monitor;dotnet,developer,intermediate,chrisrt,coderandhiker
Implement managed identities,https://docs.microsoft.com/en-us/learn/modules/implement-managed-identities/,7,373,"2,678",72.92%,290,105,116,,43.53305556,14.11882883,21,3.8,5,,,azure,developer,intermediate,jeffko,wwlpublish
Implement message-based communication workflows with Azure Service Bus,https://docs.microsoft.com/en-us/learn/modules/implement-message-workflows-with-service-bus/,8,"16,144","224,204",61.30%,"14,984","4,574","5,285",3,3123.849444,23.34424793,54,4.394904459,157,"6,073","4,495",azure;azure-service-bus,developer;solution-architect,intermediate,spelluru,spelluru
Implement Microsoft Cloud App Security Cloud Discovery,https://docs.microsoft.com/en-us/learn/modules/implement-cloud-app-security-cloud-discovery/,8,131,726,58.97%,79,23,23,,16.22305556,14.97512821,45,,,,,m365-ems-cloud-app-security,administrator,intermediate,beccarobins,beccarobins
Implement Microsoft Cloud Application Security,https://docs.microsoft.com/en-us/learn/modules/implement-microsoft-cloud-application-security/,7,"1,218","8,988",79.38%,"1,028",408,458,1,123.2241667,12.14031199,34,4.75,20,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Implement Microsoft Defender for Identity,https://docs.microsoft.com/en-us/learn/modules/implement-microsoft-defender-for-identity/,6,"1,866","13,058",64.58%,"1,733",558,596,2,246.1991667,15.8838172,31,4.527777778,36,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Implement Microsoft Teams Calling Plans,https://docs.microsoft.com/en-us/learn/modules/m365-teams-calling-implement-calling-plans/,9,"3,170","43,558",94.00%,"3,014","1,410","1,780",4,182.7911111,6.932659081,56,4.872727273,55,,,m365;office-teams,administrator,advanced,teleary,temanteleary
Implement Microsoft Viva Insights (Workplace Analytics),https://docs.microsoft.com/en-us/learn/modules/implement-workplace-analytics/,7,705,"4,532",65.84%,563,185,218,,129.6919444,22.10658144,32,4.461538462,13,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate,v-mideh,madehmer
Implement multilingual reports in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/implement-multilanguage-reports/,5,189,880,56.06%,133,37,37,,17.13388889,10.93652482,32,5,1,,,dynamics-365;dynamics-business-central,developer,intermediate,kschimke,KevSch
Implement Office Telemetry,https://docs.microsoft.com/en-us/learn/modules/implement-office-telemetry/,7,585,"3,974",76.45%,485,185,214,,91.01833333,18.70239726,27,5,8,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Implement open-source software,https://docs.microsoft.com/en-us/learn/modules/implement-open-source-software/,9,,,,,,1,,,,13,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Implement partitioning in Azure Cosmos DB,https://docs.microsoft.com/en-us/learn/modules/implement-partitioning-azure-cosmos-db/,6,"10,656","81,794",92.59%,"10,203","4,723","5,644",10,710.4691667,8.017331202,20,4.818181818,176,,,azure;azure-cosmos-db,developer,intermediate,jeffko,wwlpublish
Implement perimeter security,https://docs.microsoft.com/en-us/learn/modules/perimeter-security/,13,"2,202","22,530",44.46%,"2,061",453,478,2,847.7302778,46.70690236,82,4.714285714,28,,,azure;azure-ddos-protection,administrator;security-engineer,intermediate,roberts,wwlpublish
Implement policy tips for DLP policies,https://docs.microsoft.com/en-us/learn/modules/implement-policy-tips-for-dlp-policies/,8,170,"1,086",76.19%,126,48,54,,21.55,15.21176471,36,5,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Implement privileged access management,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-insider-implement-privileged-access-management/,3,"1,433","5,448",88.94%,"1,266",563,625,1,50.98388889,4.272392924,39,4.739130435,23,,,m365;office-365,administrator,intermediate,beccarobins,beccarobins
Implement remote access,https://docs.microsoft.com/en-us/learn/modules/implement-remote-access/,9,735,"5,038",71.25%,481,171,189,,52.52916667,8.587874659,59,4.882352941,17,,,windows-server,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Implement resiliency in a cloud-native ASP.NET Core microservice,https://docs.microsoft.com/en-us/learn/modules/microservices-resiliency-aspnet-core/,8,"1,239","5,766",33.33%,683,113,125,,179.615,17.52341463,60,4.555555556,9,,,dotnet;aspnet-core;dotnet-core;azure;azure-container-registry;azure-kubernetes-service,developer;solution-architect,advanced,scaddie,scottaddie
