Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
Deploy and configure Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/deploy-configure-dynamics-365-business-central/,8,"2,524","38,934",11.02%,"1,361",150,142,2180,38.98664157,"1,375",464,learn-dynamics.deploy-configure-dynamics-365-business-central,functional-consultant;administrator;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Configure and work with call centers in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-call-centers-commerce/,2,182,"1,060",10.97%,155,17,18,2180,9.357967033,87,125,learn-dynamics.configure-work-call-centers-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,cstorega,cstorega
Deploy Azure resources by using Bicep and GitHub Actions,https://docs.microsoft.com/en-us/learn/paths/bicep-github-actions/,5,751,"4,277",10.90%,266,29,22,2180,18.24924545,12,209,learn.bicep-github-actions,developer;administrator;solution-architect,azure;azure-resource-manager,intermediate,jodowns,johndowns
Deploy Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/deploy-project-operations/,3,646,"4,205",10.90%,156,17,18,2180,16.42386481,61,267,learn-dynamics.design-deploy-project-operations,administrator;functional-consultant,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations;dynamics-sales;dynamics-field-service,intermediate,cstorega,cstorega
AI business school for healthcare,https://docs.microsoft.com/en-us/learn/paths/ai-business-school-healthcare/,12,"6,179","59,403",10.88%,487,53,56,2180,17.09730269,"1,560",571,learn.ai-business-school-healthcare,functional-consultant;business-user,azure;dynamics-365;m365,beginner;intermediate,rawortma,RWortmanMorris
Sell through the commercial marketplace,https://docs.microsoft.com/en-us/learn/paths/sell-through-commercial-marketplace/,4,"1,510","8,950",10.85%,470,51,58,2180,10.93701987,171,126,learn.sell-through-commercial-marketplace,business-user;business-owner;technology-manager;administrator,azure;azure-marketplace;dynamics-365;m365;office-365;power-platform,beginner,maevan,MarlEva
Work with core features in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/work-core-features-marketing/,7,982,"13,384",10.79%,630,68,63,2180,45.24825187,925,458,learn-dynamics.work-core-features-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate,kschimke,KevSch
Manage team collaboration with Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/m365-manage-team-collaboration/,5,"6,331","47,563",10.79%,"3,681",397,435,2180,14.53716896,"16,895",91,learn-m365.m365-manage-team-collaboration,administrator,m365;office-teams;office-365,beginner,teleary,AlexandraHrt
Develop IoT solutions with Azure IoT Central,https://docs.microsoft.com/en-us/learn/paths/develop-iot-solutions-with-azure-iot-central/,5,"2,094","28,632",10.64%,733,78,79,2180,38.54355301,"1,720",285,learn-develop-solutions-with-azure-iot-central,developer;solution-architect;administrator,azure;azure-iot;azure-iot-hub;azure-iot-central;azure-time-series-insights,beginner;intermediate,pacorte,AltaOhms
AZ-305: Design data storage solutions,https://docs.microsoft.com/en-us/learn/paths/design-data-storage-solutions/,3,"1,027","8,044",10.51%,894,94,101,2180,22.30540409,94,90,learn.wwl.design-data-storage-solutions,solution-architect,azure,advanced,cynthist,wwlpublish
Build automated workflows to integrate data and apps with Azure Logic Apps,https://docs.microsoft.com/en-us/learn/paths/build-workflows-with-logic-apps/,4,"2,789","20,534",10.48%,725,76,80,2180,22.49344448,"2,156",169,learn.build-workflows-with-logic-apps,developer,azure;azure-portal;azure-logic-apps,beginner;intermediate,robmcm,rmcmurray
Use application development best practices in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-application-development-business-central/,7,231,"1,863",10.40%,125,13,14,2180,23.53881674,120,304,learn-dynamics.use-application-development-business-central,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Plan a Microsoft 365 Messaging hybrid configuration and migration,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-hybrid-migration/,3,"1,670","12,969",10.40%,"1,289",134,149,2180,19.97843313,"1,122",84,learn-m365.m365-messaging-hybrid-migration,administrator,m365;office-365;office-exchange-server,intermediate,teleary,AlexandraHrt
Run Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,5,531,"4,498",10.34%,358,37,40,2180,19.82583176,923,196,learn.wwl.run-azure-sap-workloads,administrator,azure,advanced,eric,wwlpublish
"Windows Server deployment, configuration, and administration",https://docs.microsoft.com/en-us/learn/paths/windows-server-deployment-configuration-administration/,5,"5,263","46,837",10.29%,"3,121",321,382,2180,16.42933055,"1,744",207,learn.wwl.windows-server-deployment-configuration-administration,administrator;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
"Administer Power BI, Part 2 - Premium, Power BI embedded, automation",https://docs.microsoft.com/en-us/learn/paths/administer-power-bi-part-2/,4,970,"6,797",10.28%,389,40,41,2180,13.0571134,453,75,learn-bizapps.administer-power-bi-part-2,administrator,power-bi,intermediate,robde,heyrob
Add logic to your applications with C#,https://docs.microsoft.com/en-us/learn/paths/csharp-logic/,5,"5,694","55,179",10.27%,"4,315",443,529,2180,25.15489697,"5,553",120,learn.languages.csharp-logic,developer,dotnet,beginner,rotabor,bobtabor-msft
Get started with the Linux command line and the Shell,https://docs.microsoft.com/en-us/learn/paths/shell/,2,"1,610","6,299",10.20%,461,47,57,2180,10.98937888,155,78,learn.shell.linux-command-line,devops-engineer;administrator;developer;student,azure-devops;azure,beginner;intermediate,chnoring,softchris
Build reports for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/build-reports/,10,661,"8,764",10.18%,334,34,33,2180,28.86772567,231,370,learn-dynamics.build-reports,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
"Administer Power BI, Part 1 - Tenants, governance, collaboration",https://docs.microsoft.com/en-us/learn/paths/administer-power-bi-part-1/,5,"1,364","11,527",10.16%,827,84,88,2180,17.8313783,472,90,learn-bizapps.administer-power-bi-part-1,administrator,power-bi,intermediate,robde,heyrob
Perform data science with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/perform-data-science-azure-databricks/,12,"4,925","74,258",10.13%,879,89,108,2180,34.13699492,"2,141",505,learn.wwl.perform-data-science-azure-databricks,data-scientist,azure-databricks,intermediate,b-dstrodtman,b-dstrod
Windows Server high availability,https://docs.microsoft.com/en-us/learn/paths/windows-server-high-availability/,4,"1,121","7,960",10.06%,487,49,54,2180,17.52117157,582,203,learn.wwl.windows-server-high-availability,administrator;security-engineer;solution-architect,windows-server,intermediate,tonyj,wwlpublish
Process financial periodic activities in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/process-financial-periodic-activities-dynamics-365-business-central/,4,572,"3,486",10.00%,150,15,16,2180,14.87642774,371,184,learn-dynamics.process-financial-periodic-activities-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
AI business school for government,https://docs.microsoft.com/en-us/learn/paths/ai-business-school-government/,12,"6,059","57,491",9.91%,444,44,47,2180,16.91049953,"1,251",585,learn.ai-business-school-government,functional-consultant;business-user,azure;dynamics-365;m365,beginner;intermediate,rawortma,RWortmanMorris
Get started with Azure DevOps,https://docs.microsoft.com/en-us/learn/paths/evolve-your-devops-practices/,4,"13,487","96,757",9.86%,"8,906",878,964,2180,21.65852673,"10,904",110,learn.azdo.evolve-your-devops-practices,devops-engineer;administrator;developer,azure-devops,intermediate,thpetche,tpetchel
Collaborate with SharePoint in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-teams-sharepoint/,4,"3,404","24,517",9.77%,"2,304",225,243,2180,15.70220819,"5,451",74,learn-m365.m365-teams-sharepoint,administrator,m365;office-365,intermediate,teleary,AlexandraHrt
Use OneDrive in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-onedrive-collaboration/,4,"2,316","14,160",9.72%,"1,461",142,129,2180,12.77150979,"2,179",124,learn-m365.m365-onedrive-collaboration,administrator,m365,intermediate,teleary,ericweisberg
Working with Connected Field Service for Dynamics 365 and Azure IoT,https://docs.microsoft.com/en-us/learn/paths/working-with-connected-field-service-iot/,5,214,"1,457",9.71%,103,10,11,2180,14.72632399,507,373,learn-bizapps.connected-field-service,business-user;functional-consultant,dynamics-365;dynamics-field-service;azure;azure-iot-central,intermediate,dbeasley,DaveBeasley
Describe the basic concepts of cybersecurity,https://docs.microsoft.com/en-us/learn/paths/describe-basic-concepts-of-cybersecurity/,6,"3,128","22,706",9.68%,"2,789",270,286,2180,16.71481245,215,125,learn.wwl.describe-basic-concepts-of-cybersecurity,business-owner;business-user;student,azure;m365,beginner,ceperezb,wwlpublish
Run VMware workloads on Azure VMware Solution,https://docs.microsoft.com/en-us/learn/paths/run-vmware-workloads-azure-vmware-solution/,3,665,"4,116",9.68%,341,33,37,2180,28.79305764,118,130,learn.run-vmware-workloads-azure-vmware-solution,solution-architect;administrator,azure;azure-vmware-solution,intermediate,shkuehn,sbkuehn
Data integration at scale Azure Data Factory,https://docs.microsoft.com/en-us/learn/paths/data-integration-scale-azure-data-factory/,8,"9,018","155,652",9.67%,"5,955",576,621,2180,55.3886283,"2,833",348,learn.wwl.data-integration-scale-azure-data-factory,data-engineer;data-scientist,azure-data-factory;azure-synapse-analytics,intermediate,chtestao,wwlpublish
Build applications with Azure DevOps,https://docs.microsoft.com/en-us/learn/paths/build-applications-with-azure-devops/,5,"10,183","86,783",9.61%,"3,924",377,404,2180,29.18951848,"7,186",363,learn.azdo.build-applications-with-azure-devops,devops-engineer;administrator;developer,azure;azure-devops,intermediate,thpetche,tpetchel
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-marketing/,4,"9,642","105,518",9.49%,"6,467",614,652,2180,31.79626115,"1,677",163,learn.wwl.explore-microsoft-dynamics-365-marketing,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-marketing,beginner,ceabrams,wwlpublish
"Configure and manage sales, and customers in Dynamics 365 Supply Chain Management",https://docs.microsoft.com/en-us/learn/paths/configure-manage-sales-customers-dyn365-supply-chain-mgmt/,3,"1,538","11,631",9.44%,413,39,42,2180,30.16556134,552,548,learn-dynamics.configure-manage-sales-customers-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
Use Python basics to solve mysteries and find answers,https://docs.microsoft.com/en-us/learn/paths/python-partnership/,3,"15,489","81,189",9.36%,865,81,95,2180,7.133725009,"1,874",116,learn.python-partnership,developer;student,vs-code,beginner,sguthals,drguthals
Integrate SharePoint and Power Automate,https://docs.microsoft.com/en-us/learn/paths/integrate-power-automate/,7,"3,072","14,941",9.28%,517,48,53,2180,10.1285319,387,135,learn-bizapps.integrate-power-automate,maker;functional-consultant;business-user,power-platform;power-automate,intermediate,dbeasley,DaveBeasley
Configure and work with e-Commerce in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-e-commerce/,2,209,"1,454",9.21%,152,14,15,2180,20.54433812,115,230,learn-dynamics.configure-work-e-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,cstorega,cstorega
Implement Microsoft identity – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-identity-associate/,5,"2,560","16,606",9.07%,882,80,92,2180,19.17195313,"2,275",342,learn-m365.identity-associate,developer,m365;azure-active-directory,intermediate,suzanz,andrewconnell-msft
Virtualization - Sharing cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-computing-how-cloud-works/,6,736,"4,974",9.06%,342,31,34,2180,16.66129982,981,202,learn.cmu-cloud-computing.how-cloud-works,developer;student,azure,beginner;intermediate,chnoring,softchris
Explore security metrics in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/introduction-to-microsoft-365-security-metrics/,6,"2,223","16,736",9.06%,960,87,102,2180,24.72923977,241,194,learn.wwl.introduction-to-microsoft-365-security-metrics,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Use Visual Studio for modern development,https://docs.microsoft.com/en-us/learn/paths/visual-studio/,3,"6,465","28,728",9.06%,607,55,65,2180,10.84728796,131,86,learn.visual-studio.visual-studio-test,student,azure;dotnet,beginner,chnoring,softchris
Program with Transact-SQL,https://docs.microsoft.com/en-us/learn/paths/program-transact-sql/,4,"1,328","9,859",9.00%,889,80,89,2180,18.1221511,235,205,learn.wwl.program-transact-sql,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student;technology-manager,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,advanced,rcaper,wwlpublish
Configure and work with warehouse management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-work-warehouse-management-dyn365-supply-chain-mgmt/,2,"1,402","10,186",8.94%,772,69,52,2180,31.43644793,765,448,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
