Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Use Success by Design for Dynamics 365 apps solutions,https://docs.microsoft.com/en-us/learn/paths/use-success-design/,13,"2,643","25,139",7.34%,"1,117",82,70,4173,17.65732753,434,686,learn-dynamics.use-success-design,solution-architect;functional-consultant,dynamics-365;dynamics-sales;dynamics-marketing;dynamics-customer-service;dynamics-field-service;dynamics-finance;dynamics-scm;dynamics-finance-operations;dynamics-project-operations;dynamics-commerce;dynamics-human-resources,advanced
Use the Microsoft service adoption framework to drive adoption in your enterprise,https://docs.microsoft.com/en-us/learn/paths/m365-service-adoption/,4,"1,770","11,050",8.13%,"1,624",132,138,4173,16.06041431,"1,985",150,learn-m365.service-adoption,administrator,m365,beginner
Use the UI and controls in a canvas app in Power Apps,https://docs.microsoft.com/en-us/learn/paths/ui-controls-canvas-app-powerapps/,4,"2,721","29,615",27.92%,"1,440",402,415,4173,20.01441259,"2,626",178,learn-bizapps.ui-controls-canvas-app-powerapps,functional-consultant;maker,power-platform;power-apps,intermediate
Use visual tools to create machine learning models with Azure Machine Learning,https://docs.microsoft.com/en-us/learn/paths/create-no-code-predictive-models-azure-machine-learning/,4,"40,123","1,481,109",89.00%,"20,048","17,842","20,450",4173,22.40925695,"9,420",209,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,ai-engineer;data-scientist,azure;azure-machine-learning,beginner
Use warehouse management in manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/use-warehouse-manufacturing-dyn365-supply-chain-mgmt/,3,"1,260","11,132",13.50%,237,32,23,4173,33.60968254,574,742,learn-dynamics.use-warehouse-in-manufacturing-dyn365-fo,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Virtualization - Sharing cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-computing-how-cloud-works/,6,664,"4,113",8.29%,362,30,31,4173,14.90758032,912,202,learn.cmu-cloud-computing.how-cloud-works,developer;student,azure,beginner;intermediate
Visualize data in Power BI,https://docs.microsoft.com/en-us/learn/paths/visualize-data-power-bi/,4,"17,217","222,266",12.32%,"11,879","1,463","1,577",4173,33.73525004,"10,451",350,learn-bizapps.visual-data-power-bi,data-analyst,power-bi,intermediate
Web development for beginners,https://docs.microsoft.com/en-us/learn/paths/web-development-101/,6,"4,345","38,705",6.24%,"2,934",183,212,4173,13.8652244,801,109,learn.student-evangelism.web-development-101,student,azure,beginner
"Windows Server deployment, configuration, and administration",https://docs.microsoft.com/en-us/learn/paths/windows-server-deployment-configuration-administration/,5,"3,744","26,085",4.55%,"2,552",116,127,4173,17.80244836,"1,211",207,learn.wwl.windows-server-deployment-configuration-administration,administrator;solution-architect;technology-manager,windows-server,intermediate
Windows Server file servers and storage management,https://docs.microsoft.com/en-us/learn/paths/windows-server-file-servers-storage-management/,6,"1,488","8,355",4.91%,632,31,33,4173,13.60366263,575,295,learn.wwl.windows-server-file-servers-storage-management,administrator;security-engineer;solution-architect,windows-server,intermediate
Windows Server high availability,https://docs.microsoft.com/en-us/learn/paths/windows-server-high-availability/,4,817,"4,096",6.46%,418,27,30,4173,10.77576499,417,203,learn.wwl.windows-server-high-availability,administrator;security-engineer;solution-architect,windows-server,intermediate
Windows Server Hyper-V and Virtualization,https://docs.microsoft.com/en-us/learn/paths/windows-server-hyper-v-virtualization/,6,"1,741","10,674",2.88%,"1,076",31,36,4173,16.32385602,749,311,learn.wwl.windows-server-hyper-v-virtualization,administrator;security-engineer;solution-architect,windows-server,intermediate
Windows Server Network Infrastructure,https://docs.microsoft.com/en-us/learn/paths/windows-server-network-infrastructure/,5,"1,392","8,123",3.96%,656,26,27,4173,15.861159,596,311,learn.wwl.windows-server-network-infrastructure,administrator;solution-architect;technology-manager,windows-server,intermediate
Work like a pro with data in Business Central,https://docs.microsoft.com/en-us/learn/paths/work-pro-data-dynamics-365-business-central/,3,557,"5,039",16.47%,346,57,54,4173,15.22788749,672,154,learn-dynamics.work-pro-data-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Work with accounts payable in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/work-accounts-payable-dyn365-finance/,3,974,"11,944",7.06%,666,47,49,4173,79.03658453,759,375,learn-dynamics.work-with-accounts-payable-in-dynamics-365-for-finance-and-ops,business-user;functional-consultant,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
Work with accounts receivable in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/work-accounts-receivable-dyn365-finance/,4,"1,049","10,909",6.71%,596,40,42,4173,26.93101366,755,451,learn-dynamics.work-accounts-receivable-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
Work with Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/work-asset-management-dyn365-supply-chain-mgmt/,12,945,"15,245",22.22%,243,54,55,4173,13.99802469,557,799,learn-dynamics.work-asset-management-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
Work with cases in Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-cases-in-dynamics-365-for-customer-service/,3,"3,342","24,332",15.42%,"1,187",183,192,4173,19.32876521,"1,260",182,learn-bizapps.customer-service-hub-cases-slas,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner
Work with core features in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/work-core-features-marketing/,7,889,"12,950",12.39%,589,73,75,4173,35.78802025,868,458,learn-dynamics.work-core-features-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate
Work with Customer Service Insights,https://docs.microsoft.com/en-us/learn/paths/work-customer-service-insights/,2,558,"3,494",17.96%,334,60,65,4173,13.02780765,160,47,learn-dynamics.work-customer-service-insights,functional-consultant;business-user,dynamics-365;dynamics-customer-service;dynamics-cust-svc-insights,intermediate
Work with data in a Power Apps canvas app,https://docs.microsoft.com/en-us/learn/paths/work-with-data-in-a-canvas-app/,3,"5,015","24,807",14.87%,"1,123",167,175,4173,10.96048521,"2,398",164,learn-bizapps.work-with-data-in-a-canvas-app,business-user;functional-consultant;maker,power-platform;power-apps,intermediate
Work with data in C#,https://docs.microsoft.com/en-us/learn/paths/csharp-data/,5,"4,063","44,526",9.98%,"3,246",324,380,4173,28.74483141,"4,875",179,learn.languages.csharp-data,developer,dotnet,beginner
Work with Data Warehouses using Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/paths/work-with-data-warehouses-using-azure-synapse-analytics/,9,"5,188","99,692",11.66%,"3,208",374,406,4173,46.35764264,"1,186",453,learn.wwl.work-with-data-warehouses-using-azure-synapse-analytics,data-engineer,azure-synapse-analytics,intermediate
Work with different technologies in Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/pad-work-different-technologies/,6,"5,745","30,002",13.80%,623,86,92,4173,8.253022918,330,273,learn-bizapps.pad-work-different-technologies,maker;developer;functional-consultant,power-platform;power-automate,intermediate
Work with different technologies in WinAutomation,https://docs.microsoft.com/en-us/learn/paths/work-winautomation-technology/,6,471,"2,796",14.07%,135,19,19,4173,8.101026185,172,306,learn-bizapps.work-winautomation-technology,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,intermediate
Work with Dynamics 365 Guides,https://docs.microsoft.com/en-us/learn/paths/work-dynamics-365-guides/,4,"2,617","12,787",1.34%,"2,160",29,31,4173,5.678232072,614,473,learn-dynamics.work-dynamics-365-guides,functional-consultant;business-user;administrator,dynamics-365;dynamics-guides;hololens,beginner
Work with Dynamics 365 Sales Insights,https://docs.microsoft.com/en-us/learn/paths/work-sales-insights/,3,424,"4,222",9.90%,202,20,20,4173,20.00310535,362,337,learn-dynamics.work-sakes-insights,functional-consultant;business-user,dynamics-365;dynamics-sales;dynamics-sales-insights,intermediate
Work with Dynamics 365 Sales Professional,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-sales-professional/,5,"3,081","25,689",12.75%,455,58,58,4173,23.57730715,909,264,learn-dynamics.work-with-dynamics-365-for-sales-pro,business-user;functional-consultant,dynamics-365;dynamics-sales,intermediate
Work with entitlements and service level agreements in Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-entitlements-and-slas-in-microsoft-dynamics-365-for-customer-service/,2,960,"6,105",21.00%,419,88,96,4173,18.76109375,791,128,learn-bizapps.work-with-entitlements-and-slas-dyn365-customer-service,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner
Work with essential development standards for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/essential-development-standards/,4,352,"2,267",7.03%,128,9,11,4173,18.84952652,177,226,learn-dynamics.essential-development-standards,developer,dynamics-365;dynamics-business-central,intermediate
Work with Expense management in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/work-expense-management/,4,677,"5,827",8.99%,267,24,24,4173,12.57772033,158,345,learn-dynamics.work-expense-management,business-user;functional-consultant;administrator,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations,intermediate
Work with Hybrid Transactional and Analytical Processing Solutions using Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/paths/work-with-hybrid-transactional-analytical-processing-solutions/,4,"1,704","22,127",20.51%,"1,346",276,305,4173,27.00330595,589,146,learn.wwl.work-with-hybrid-transactional-analytical-processing-solutions,data-engineer,azure-synapse-analytics,intermediate
Work with Knowledge Management Solutions in Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-knowledge-management-solutions-in-microsoft-dynamics-365-for-customer-service/,2,695,"5,076",23.00%,426,98,108,4173,20.26282974,903,120,learn-bizapps.work-with-knowledge-management-solutions-dyn365-customer-service,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner
Work with Microsoft Cloud for Healthcare,https://docs.microsoft.com/en-us/learn/paths/work-healthcare-solution/,3,198,950,5.93%,118,7,9,4173,15.28047138,65,84,learn-bizapps.work-healthcare-solution,business-user;functional-consultant,industry-solutions;mscloud-healthcare,beginner
"Work with Microsoft Power Platform tenants, environments, subscriptions, and Dynamics 365 apps",https://docs.microsoft.com/en-us/learn/paths/implementing-customer-engagement-apps/,4,"1,602","18,048",13.95%,"1,075",150,167,4173,37.05122763,"2,079",300,learn-dynamics.implementing-customer-engagement-online,administrator;business-user;functional-consultant,dynamics-365;power-platform,intermediate
Work with NoSQL data in Azure Cosmos DB,https://docs.microsoft.com/en-us/learn/paths/work-with-nosql-data-in-azure-cosmos-db/,8,"9,288","77,956",5.75%,"1,738",100,108,4173,17.34559288,"6,705",363,learn.work-with-nosql-data-in-azure-cosmos-db,developer;data-engineer,azure;azure-cosmos-db;vs-code;azure-portal;azure-clis,beginner
Work with Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/work-power-apps-portals/,6,"1,417","8,716",7.32%,410,30,30,4173,12.70532816,528,260,learn-bizapps.work-power-apps-portals,maker;functional-consultant;administrator,power-platform;power-apps,intermediate
Work with Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/pad-work/,6,"3,816","21,797",12.05%,689,83,88,4173,10.01348707,546,233,learn-bizapps.pad-work,maker;developer;functional-consultant,power-platform;power-automate,beginner
Work with relational data in Azure,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,6,"7,769","64,432",8.14%,"1,401",114,126,4173,17.68665851,"6,693",310,learn.work-with-relational-data-in-azure,developer;data-engineer,azure;azure-sql-database;azure-cloud-shell;azure-clis,intermediate
Work with the Microsoft Dynamics 365 Business Central user interface,https://docs.microsoft.com/en-us/learn/paths/work-with-user-interface-dynamics-365-business-central/,3,"1,442","16,388",24.16%,927,224,203,4173,19.60069348,"1,208",182,learn-dynamics.work-with-user-interface-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,beginner
Work with WinAutomation,https://docs.microsoft.com/en-us/learn/paths/work-with-winautomation/,8,231,"2,759",18.27%,104,19,19,4173,15.13997114,225,303,learn-bizapps.work-with-winautomation,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,intermediate
Working with Connected Field Service for Dynamics 365 and Azure IoT,https://docs.microsoft.com/en-us/learn/paths/working-with-connected-field-service-iot/,5,216,"1,868",9.40%,117,11,11,4173,12.61666667,502,373,learn-bizapps.connected-field-service,business-user;functional-consultant,dynamics-365;dynamics-field-service;azure;azure-iot-central,intermediate
Working with Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-365-sales/,8,"4,567","46,411",6.87%,"2,473",170,147,4173,30.93574192,"2,230",461,learn-dynamics.dynamics-365-for-sales,functional-consultant,dynamics-365;dynamics-sales,intermediate
Write advanced Transact-SQL queries,https://docs.microsoft.com/en-us/learn/paths/write-advanced-transact-sql-queries/,4,,,,,,,4173,,5,207,learn.wwl.write-advanced-transact-sql-queries,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,advanced
