*Time stamp		count-src,src-ip		count-dest,dest-ip		count-anyport-src,ip		count-anyport-dest,ip
1998-06-2416:46:18	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	9	"192.168.001.010"
1998-06-2415:01:58	1	"172.016.117.103"	2	"206.101.198.045"	4	"172.016.117.132"	2	"209.025.045.061"
1998-06-2417:12:55	2	"172.016.116.044"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2410:47:56	1	"172.016.114.050"	1	"172.016.113.105"	9	"135.013.216.191"	1	"207.158.237.174"
1998-06-2416:28:42	2	"172.016.116.044"	8	"192.168.001.010"	9	"196.037.075.158"	8	"192.168.001.010"
1998-06-2410:16:09	1	"195.115.218.108"	2	"196.037.075.158"	2	"194.007.248.153"	2	"196.037.075.158"
1998-06-2408:17:39	2	"192.168.001.010"	2	"192.168.001.020"	3	"172.016.114.169"	2	"195.115.218.108"
1998-06-2415:26:59	1	"172.016.113.105"	3	"136.149.142.178"	5	"172.016.115.005"	3	"136.149.142.178"
1998-06-2413:31:52	1	"172.016.117.132"	4	"209.160.040.166"	4	"172.016.117.132"	4	"209.160.040.166"
1998-06-2411:10:23	1	"172.016.115.005"	2	"194.027.251.021"	3	"194.027.251.021"	2	"194.027.251.021"
1998-06-2411:39:06	4	"197.218.177.069"	1	"192.168.001.001"	6	"197.218.177.069"	5	"172.016.114.169"
1998-06-2414:53:41	1	"172.016.117.132"	4	"167.008.029.016"	3	"172.016.117.132"	4	"167.008.029.016"
1998-06-2423:24:54	1	"172.016.115.005"	1	"206.040.199.051"	1	"172.016.115.087"	1	"206.040.199.051"
1998-06-2414:57:32	1	"196.037.075.158"	2	"167.008.029.016"	3	"172.016.117.111"	2	"167.008.029.016"
1998-06-2413:39:51	1	"172.016.114.050"	2	"196.037.075.158"	4	"172.016.112.207"	2	"209.133.035.165"
1998-06-2416:07:36	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2416:24:54	3	"172.016.114.148"	2	"192.168.001.010"	3	"172.016.114.148"	3	"195.115.218.108"
1998-06-2423:35:04	1	"172.016.115.005"	1	"208.161.192.130"	1	"172.016.115.087"	1	"208.161.192.130"
1998-06-2413:10:32	1	"197.218.177.069"	2	"172.016.113.105"	5	"197.218.177.069"	2	"172.016.113.105"
1998-06-2409:20:49	4	"172.016.114.148"	2	"206.099.246.005"	4	"172.016.114.148"	4	"196.037.075.158"
1998-06-2416:57:38	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2417:20:21	2	"192.168.001.010"	3	"208.134.241.155"	4	"172.016.114.169"	3	"208.134.241.155"
1998-06-2414:42:31	1	"197.218.177.069"	2	"131.084.001.034"	5	"172.016.115.005"	2	"205.131.175.002"
1998-06-2413:55:18	1	"172.016.114.168"	2	"196.227.033.189"	7	"172.016.114.168"	2	"206.161.232.085"
1998-06-2416:21:04	2	"172.016.116.044"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2410:08:58	1	"197.182.091.233"	4	"192.168.001.010"	5	"172.016.112.020"	4	"192.168.001.010"
1998-06-2416:09:55	5	"197.218.177.069"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2413:19:36	1	"172.016.114.169"	3	"134.205.165.120"	3	"172.016.116.194"	3	"134.205.165.120"
1998-06-2419:31:58	4	"192.168.001.010"	1	"172.016.116.044"	4	"192.168.001.010"	3	"172.016.116.044"
1998-06-2414:59:43	4	"197.218.177.069"	4	"206.132.025.071"	6	"172.016.113.084"	4	"206.132.025.071"
1998-06-2411:55:16	1	"172.016.114.050"	2	"135.013.216.191"	2	"197.218.177.069"	2	"135.013.216.191"
1998-06-2416:14:10	2	"172.016.116.044"	13	"192.168.001.010"	13	"172.016.116.044"	14	"192.168.001.010"
1998-06-2413:42:41	1	"172.016.114.169"	2	"205.181.112.065"	4	"172.016.113.084"	2	"205.181.112.065"
1998-06-2416:51:22	2	"172.016.116.044"	15	"192.168.001.010"	15	"172.016.116.044"	15	"192.168.001.010"
1998-06-2409:33:19	1	"172.016.117.103"	2	"135.013.216.191"	4	"194.027.251.021"	3	"197.182.091.233"
1998-06-2412:21:57	1	"195.073.151.050"	1	"194.027.251.021"	3	"195.073.151.050"	1	"207.077.090.013"
1998-06-2418:09:04	4	"192.168.001.010"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2409:57:19	1	"172.016.117.103"	2	"148.184.174.031"	4	"172.016.117.103"	2	"199.104.078.003"
1998-06-2501:03:39	2	"192.168.001.020"	431	"192.168.001.010"	431	"192.168.001.020"	431	"192.168.001.010"
1998-06-2419:08:24	1	"192.168.001.001"	2	"192.168.001.010"	2	"172.016.116.044"	2	"192.168.001.010"
1998-06-2412:33:55	1	"172.016.116.201"	1	"206.243.238.248"	2	"172.016.113.105"	1	"206.243.238.248"
1998-06-2412:11:12	4	"197.218.177.069"	2	"172.016.114.148"	8	"135.008.060.182"	5	"172.016.112.194"
1998-06-2408:24:55	1	"172.016.113.204"	18	"038.165.144.107"	18	"172.016.113.204"	18	"038.165.144.107"
1998-06-2416:05:53	2	"172.016.116.044"	3	"192.168.001.010"	3	"172.016.116.044"	3	"192.168.001.010"
1998-06-2412:56:41	1	"172.016.114.168"	2	"152.163.212.112"	5	"172.016.112.207"	2	"194.027.251.021"
1998-06-2414:11:14	1	"172.016.113.105"	4	"199.183.024.253"	5	"172.016.113.105"	4	"199.183.024.253"
1998-06-2415:56:12	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2409:14:22	1	"172.016.117.103"	2	"208.215.239.071"	5	"172.016.116.194"	2	"208.215.239.071"
1998-06-2414:15:51	4	"197.218.177.069"	2	"172.016.113.084"	6	"195.115.218.108"	6	"172.016.112.207"
1998-06-2409:25:32	1	"172.016.116.194"	1	"199.181.172.241"	2	"172.016.116.194"	1	"209.003.101.030"
1998-06-2409:33:38	2	"172.016.114.148"	2	"012.016.134.203"	6	"172.016.113.084"	3	"197.182.091.233"
1998-06-2408:32:25	1	"172.016.113.204"	69	"206.132.025.071"	71	"172.016.113.204"	69	"206.132.025.071"
1998-06-2420:53:38	1	"172.016.117.103"	1	"207.018.199.006"	2	"172.016.117.103"	1	"207.018.199.006"
1998-06-2419:30:31	2	"192.168.001.010"	1	"172.016.116.044"	2	"192.168.001.010"	2	"172.016.116.044"
1998-06-2417:33:03	2	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2414:55:44	18	"197.218.177.069"	3	"192.168.001.010"	18	"197.218.177.069"	18	"172.016.112.207"
1998-06-2411:36:13	1	"172.016.115.005"	2	"192.041.009.232"	4	"172.016.115.005"	2	"192.041.009.232"
1998-06-2417:32:24	3	"192.168.001.010"	3	"192.168.001.010"	3	"192.168.001.010"	3	"192.168.001.010"
1998-06-2415:09:42	1	"196.037.075.158"	2	"192.168.001.010"	3	"197.182.091.233"	3	"192.168.001.010"
1998-06-2414:04:19	1	"172.016.115.087"	3	"207.025.071.023"	3	"172.016.117.132"	3	"207.025.071.023"
1998-06-2416:43:09	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2418:05:55	1	"172.016.114.207"	2	"196.037.075.158"	4	"172.016.112.207"	2	"196.037.075.158"
1998-06-2416:33:31	402	"197.182.091.233"	8	"192.168.001.010"	417	"197.182.091.233"	8	"192.168.001.010"
1998-06-2414:32:18	1	"172.016.117.111"	2	"208.215.239.071"	6	"135.013.216.191"	2	"208.215.239.071"
1998-06-2414:15:45	2	"197.218.177.069"	2	"172.016.113.084"	3	"197.218.177.069"	3	"172.016.112.207"
1998-06-2417:18:47	2	"192.168.001.010"	3	"172.016.114.050"	2	"194.007.248.153"	3	"172.016.114.050"
1998-06-2415:55:47	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2411:18:55	1	"172.016.117.103"	1	"172.016.113.105"	3	"172.016.112.207"	1	"207.229.186.060"
1998-06-2413:46:13	1	"172.016.113.105"	2	"209.143.198.141"	6	"172.016.113.105"	2	"209.143.198.141"
1998-06-2415:04:15	1	"196.037.075.158"	2	"131.084.001.034"	4	"197.182.091.233"	2	"197.182.091.233"
1998-06-2413:10:23	1	"197.218.177.069"	2	"207.025.071.178"	3	"172.016.113.105"	2	"207.178.060.131"
1998-06-2417:17:49	1	"172.016.116.044"	2	"192.168.001.010"	2	"172.016.116.044"	3	"192.168.001.010"
1998-06-2423:02:01	1	"192.168.001.010"	2	"192.168.001.020"	2	"192.168.001.010"	2	"192.168.001.020"
1998-06-2416:22:34	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2409:36:14	6	"197.218.177.069"	2	"196.227.033.189"	6	"197.218.177.069"	6	"172.016.112.207"
1998-06-2411:49:22	1	"192.168.001.010"	3	"135.013.216.191"	4	"172.016.112.149"	4	"135.013.216.191"
1998-06-2412:24:36	1	"196.227.033.189"	2	"165.230.116.132"	2	"172.016.117.052"	2	"172.016.113.204"
1998-06-2413:54:20	1	"197.182.091.233"	3	"206.039.184.002"	5	"172.016.114.168"	4	"172.016.114.207"
1998-06-2410:43:59	6	"172.016.114.148"	2	"205.181.112.122"	6	"172.016.114.148"	7	"196.227.033.189"
1998-06-2412:03:43	3	"197.218.177.069"	2	"135.013.216.191"	4	"172.016.113.204"	3	"172.016.112.149"
1998-06-2416:03:30	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2411:34:53	1	"197.218.177.069"	3	"192.151.011.032"	5	"172.016.114.169"	3	"192.151.011.032"
1998-06-2416:56:49	1	"195.115.218.108"	3	"192.168.001.010"	3	"172.016.116.201"	3	"192.168.001.010"
1998-06-2410:42:53	1	"197.218.177.069"	1	"207.158.237.174"	1	"197.218.177.069"	1	"207.158.237.174"
1998-06-2418:42:09	1	"172.016.116.201"	1	"207.240.118.017"	1	"172.016.116.201"	1	"207.240.118.017"
1998-06-2419:56:57	1	"172.016.115.087"	1	"192.168.001.010"	1	"172.016.115.087"	1	"207.201.138.189"
1998-06-2411:08:56	1	"194.027.251.021"	3	"205.181.112.065"	12	"194.027.251.021"	3	"205.181.112.065"
1998-06-2413:47:46	1	"196.227.033.189"	3	"196.227.033.189"	7	"196.227.033.189"	4	"196.227.033.189"
1998-06-2412:40:20	1	"172.016.115.087"	2	"134.205.165.120"	4	"172.016.113.105"	2	"152.163.212.171"
1998-06-2411:13:30	1	"172.016.117.103"	1	"167.008.029.016"	2	"172.016.115.005"	1	"204.146.167.073"
1998-06-2412:16:07	1	"194.027.251.021"	5	"172.016.112.194"	6	"135.008.060.182"	5	"172.016.112.194"
1998-06-2415:46:48	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2408:48:06	1	"172.016.117.111"	15	"208.140.130.007"	18	"172.016.113.204"	15	"208.140.130.007"
1998-06-2415:17:47	1	"172.016.115.005"	2	"136.149.142.178"	2	"172.016.115.005"	2	"136.149.142.178"
1998-06-2417:11:00	6	"172.016.114.148"	1	"135.008.060.182"	6	"172.016.114.148"	6	"197.218.177.069"
1998-06-2415:58:07	2	"172.016.116.044"	13	"192.168.001.010"	13	"172.016.116.044"	14	"192.168.001.010"
1998-06-2411:33:15	29	"172.016.114.148"	1	"135.013.216.191"	29	"172.016.114.148"	31	"135.013.216.191"
1998-06-2410:03:35	6	"172.016.114.148"	2	"198.233.040.006"	6	"172.016.114.148"	6	"194.007.248.153"
1998-06-2416:55:27	2	"192.168.001.010"	1	"194.027.251.021"	3	"172.016.116.201"	2	"172.016.113.204"
1998-06-2415:26:28	1	"172.016.113.105"	2	"136.149.142.178"	3	"172.016.115.005"	2	"136.149.142.178"
1998-06-2410:41:11	1	"172.016.113.204"	2	"172.016.114.207"	6	"135.013.216.191"	2	"172.016.114.207"
1998-06-2414:28:32	1	"196.227.033.189"	3	"195.115.218.108"	4	"196.227.033.189"	3	"195.115.218.108"
1998-06-2413:02:49	1	"172.016.117.132"	3	"199.183.024.253"	5	"172.016.114.168"	3	"199.183.024.253"
1998-06-2416:56:41	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2413:45:14	1	"172.016.117.132"	2	"131.084.001.031"	5	"172.016.115.005"	2	"131.084.001.031"
1998-06-2416:03:40	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2414:05:11	1	"194.007.248.153"	2	"172.016.114.168"	3	"194.007.248.153"	2	"172.016.114.168"
1998-06-2409:35:49	6	"197.218.177.069"	2	"196.227.033.189"	6	"197.218.177.069"	6	"172.016.112.207"
1998-06-2409:15:30	1	"192.168.001.010"	1	"172.016.114.207"	2	"196.037.075.158"	1	"208.204.243.247"
1998-06-2423:12:03	1	"172.016.115.087"	1	"207.240.140.100"	2	"172.016.115.087"	1	"207.240.140.100"
1998-06-2416:58:27	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2413:25:48	1	"172.016.112.020"	3	"195.073.151.050"	8	"172.016.112.020"	3	"197.182.091.233"
1998-06-2412:18:58	1	"172.016.114.169"	3	"135.013.216.191"	3	"172.016.114.169"	3	"135.013.216.191"
1998-06-2408:33:21	1	"172.016.115.234"	9	"209.001.224.012"	10	"172.016.115.234"	9	"209.001.224.012"
1998-06-2412:10:17	6	"172.016.114.148"	4	"172.016.113.204"	11	"195.115.218.108"	9	"197.182.091.233"
1998-06-2414:21:05	5	"197.218.177.069"	2	"128.192.252.005"	6	"197.218.177.069"	6	"172.016.112.194"
1998-06-2413:48:14	1	"196.227.033.189"	2	"195.115.218.108"	4	"196.227.033.189"	2	"207.025.071.027"
1998-06-2410:47:50	1	"172.016.115.005"	1	"204.071.200.074"	3	"135.013.216.191"	1	"207.158.237.174"
1998-06-2412:03:32	6	"197.218.177.069"	2	"135.008.060.182"	6	"197.218.177.069"	6	"172.016.112.149"
1998-06-2415:22:38	1	"172.016.114.148"	2	"136.149.142.178"	2	"172.016.115.005"	2	"136.149.142.178"
1998-06-2410:40:22	1	"197.182.091.233"	1	"172.016.114.207"	1	"197.182.091.233"	1	"207.158.237.174"
1998-06-2409:02:09	6	"197.218.177.069"	2	"137.245.085.134"	6	"197.218.177.069"	6	"172.016.114.169"
1998-06-2415:28:27	1	"192.168.001.005"	3	"205.181.112.066"	5	"172.016.115.005"	3	"205.181.112.066"
1998-06-2412:39:16	1	"195.115.218.108"	2	"207.046.130.139"	5	"172.016.114.168"	2	"207.046.130.139"
1998-06-2415:34:11	2	"172.016.116.044"	6	"192.168.001.010"	4	"172.016.116.044"	6	"192.168.001.010"
1998-06-2413:46:48	1	"172.016.117.052"	3	"207.077.090.013"	5	"172.016.113.105"	3	"207.077.090.013"
1998-06-2414:27:44	1	"172.016.114.207"	4	"195.115.218.108"	4	"172.016.114.168"	4	"195.115.218.108"
1998-06-2412:26:27	4	"197.218.177.069"	2	"172.016.112.194"	7	"135.013.216.191"	5	"172.016.114.207"
1998-06-2417:05:51	2	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2410:43:42	6	"172.016.114.148"	1	"172.016.114.148"	6	"172.016.114.148"	6	"196.227.033.189"
1998-06-2410:18:47	1	"197.182.091.233"	3	"204.123.002.075"	5	"196.227.033.189"	3	"204.123.002.075"
1998-06-2416:47:51	2	"172.016.116.044"	13	"192.168.001.010"	12	"172.016.116.044"	13	"192.168.001.010"
1998-06-2411:19:11	1	"172.016.115.087"	2	"194.007.248.153"	4	"172.016.114.207"	2	"194.007.248.153"
1998-06-2415:07:34	1	"172.016.117.111"	2	"207.046.148.250"	5	"172.016.117.111"	2	"207.046.148.250"
1998-06-2413:28:14	4	"197.218.177.069"	3	"205.164.196.010"	7	"172.016.114.169"	5	"172.016.112.050"
1998-06-2415:04:18	1	"197.182.091.233"	2	"172.016.113.105"	4	"197.182.091.233"	2	"197.182.091.233"
1998-06-2416:40:08	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2413:26:50	1	"196.037.075.158"	4	"197.182.091.233"	5	"172.016.114.168"	4	"204.029.144.200"
1998-06-2408:58:58	14	"197.218.177.069"	4	"134.205.165.120"	14	"197.218.177.069"	14	"172.016.112.207"
1998-06-2415:36:13	1	"197.182.091.233"	3	"199.104.078.003"	8	"135.013.216.191"	3	"199.104.078.003"
1998-06-2415:33:24	2	"172.016.116.044"	6	"192.168.001.010"	4	"172.016.116.044"	6	"192.168.001.010"
1998-06-2415:11:55	1	"172.016.117.103"	2	"207.025.071.027"	3	"172.016.115.005"	2	"207.025.071.027"
1998-06-2413:59:56	4	"172.016.114.148"	2	"207.077.090.013"	6	"172.016.114.148"	4	"195.073.151.050"
1998-06-2412:24:10	13	"172.016.114.148"	2	"207.046.130.139"	13	"172.016.114.148"	13	"194.027.251.021"
1998-06-2408:20:49	1	"172.016.113.204"	18	"038.165.144.107"	19	"172.016.113.204"	18	"038.165.144.107"
1998-06-2411:26:57	1	"172.016.115.087"	1	"160.147.217.023"	2	"172.016.115.087"	1	"207.046.130.139"
1998-06-2409:37:46	1	"172.016.117.103"	3	"204.140.012.228"	5	"172.016.112.207"	3	"207.121.190.172"
1998-06-2416:35:40	2	"172.016.116.044"	11	"192.168.001.010"	11	"172.016.116.044"	11	"192.168.001.010"
1998-06-2417:53:46	1	"172.016.116.201"	1	"192.168.001.020"	1	"192.168.001.010"	1	"192.168.001.020"
1998-06-2414:54:22	1	"196.227.033.189"	3	"038.165.144.107"	4	"172.016.112.194"	3	"038.165.144.107"
1998-06-2415:34:49	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2415:30:40	4	"197.218.177.069"	2	"209.060.043.230"	4	"197.218.177.069"	4	"197.182.091.233"
1998-06-2414:21:08	5	"197.218.177.069"	2	"208.194.115.050"	6	"197.218.177.069"	6	"172.016.112.194"
1998-06-2409:30:49	2	"172.016.112.020"	4	"192.168.001.010"	4	"197.182.091.233"	4	"192.168.001.010"
1998-06-2409:23:07	4	"172.016.114.148"	2	"172.016.114.050"	4	"172.016.114.148"	4	"135.013.216.191"
1998-06-2415:25:24	1	"194.027.251.021"	3	"172.016.112.194"	8	"194.027.251.021"	3	"195.115.218.108"
1998-06-2415:36:05	2	"172.016.116.044"	2	"199.104.078.003"	8	"135.013.216.191"	2	"199.104.078.003"
1998-06-2415:40:49	2	"172.016.116.044"	3	"208.144.113.029"	6	"194.027.251.021"	3	"208.144.113.029"
1998-06-2410:15:02	1	"197.218.177.069"	2	"205.216.163.092"	7	"194.027.251.021"	2	"205.216.163.092"
1998-06-2409:08:47	1	"192.168.001.005"	2	"207.158.198.172"	3	"172.016.114.169"	2	"207.158.198.172"
1998-06-2411:36:17	3	"197.218.177.069"	2	"192.041.009.232"	4	"172.016.115.005"	3	"172.016.114.168"
1998-06-2414:53:36	1	"172.016.117.132"	3	"167.008.029.016"	2	"172.016.117.132"	3	"167.008.029.016"
1998-06-2415:27:05	1	"196.227.033.189"	3	"136.149.142.178"	5	"172.016.115.005"	3	"136.149.142.178"
1998-06-2411:02:18	1	"172.016.115.087"	1	"207.025.071.178"	2	"172.016.115.005"	1	"207.025.071.178"
1998-06-2422:52:08	1	"172.016.115.087"	1	"134.205.165.120"	1	"172.016.115.087"	1	"134.205.165.120"
1998-06-2410:06:41	1	"192.168.001.020"	2	"209.001.224.012"	4	"172.016.117.103"	2	"209.001.224.012"
1998-06-2413:25:49	1	"172.016.116.194"	3	"197.182.091.233"	9	"172.016.112.020"	3	"197.182.091.233"
1998-06-2408:35:00	1	"197.218.177.069"	13	"206.132.025.071"	16	"172.016.113.204"	13	"206.132.025.071"
1998-06-2409:09:46	1	"172.016.113.084"	5	"196.037.075.158"	5	"172.016.114.168"	6	"196.037.075.158"
1998-06-2417:51:39	2	"192.168.001.010"	2	"192.168.001.010"	2	"192.168.001.010"	2	"192.168.001.010"
1998-06-2417:46:00	1	"195.115.218.108"	3	"192.168.001.010"	4	"172.016.116.044"	3	"192.168.001.010"
1998-06-2413:27:16	1	"194.007.248.153"	4	"197.182.091.233"	4	"172.016.114.168"	4	"197.182.091.233"
1998-06-2414:13:15	1	"172.016.115.005"	3	"128.192.252.005"	7	"172.016.117.132"	3	"207.025.071.145"
1998-06-2417:05:06	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2415:00:56	14	"172.016.114.148"	2	"206.132.025.071"	14	"172.016.114.148"	14	"195.115.218.108"
1998-06-2415:53:37	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2413:50:22	1	"172.016.115.005"	2	"197.218.177.069"	4	"172.016.115.005"	2	"197.218.177.069"
1998-06-2412:45:53	2	"192.168.001.010"	3	"207.159.136.028"	6	"192.168.001.010"	3	"207.159.136.028"
1998-06-2416:18:16	4	"172.016.114.148"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2417:11:02	6	"172.016.114.148"	1	"197.218.177.069"	6	"172.016.114.148"	6	"197.218.177.069"
1998-06-2412:37:14	1	"172.016.117.052"	3	"205.181.211.160"	5	"172.016.113.105"	3	"205.181.211.160"
1998-06-2416:40:07	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2415:37:05	1	"197.218.177.069"	2	"172.016.114.148"	8	"135.013.216.191"	2	"172.016.114.148"
1998-06-2415:44:05	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2414:12:36	1	"197.182.091.233"	5	"137.245.085.134"	5	"197.182.091.233"	5	"137.245.085.134"
1998-06-2412:08:09	1	"197.182.091.233"	2	"137.245.085.134"	2	"172.016.116.201"	2	"152.163.210.053"
1998-06-2409:00:25	1	"172.016.116.194"	3	"209.001.224.012"	3	"172.016.116.194"	3	"209.001.224.012"
1998-06-2416:18:44	5	"197.218.177.069"	12	"192.168.001.010"	12	"172.016.116.044"	12	"192.168.001.010"
1998-06-2414:42:22	1	"172.016.115.005"	3	"131.084.001.034"	6	"172.016.115.005"	3	"131.084.001.034"
1998-06-2410:58:09	1	"194.027.251.021"	2	"172.016.112.149"	2	"194.027.251.021"	2	"172.016.112.149"
1998-06-2417:35:46	2	"172.016.116.044"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2416:42:22	2	"172.016.116.044"	14	"192.168.001.010"	14	"172.016.116.044"	14	"192.168.001.010"
1998-06-2412:16:00	1	"194.027.251.021"	5	"172.016.112.194"	6	"135.008.060.182"	6	"172.016.112.194"
1998-06-2408:21:02	1	"172.016.113.204"	18	"038.165.144.107"	19	"172.016.113.204"	18	"038.165.144.107"
1998-06-2504:35:41	1	"172.016.115.005"	1	"152.163.210.008"	1	"172.016.115.005"	1	"152.163.210.008"
1998-06-2416:05:02	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2423:34:49	1	"172.016.115.087"	1	"208.161.192.130"	1	"172.016.115.087"	1	"208.161.192.130"
1998-06-2409:43:59	1	"195.073.151.050"	2	"172.016.114.148"	2	"195.073.151.050"	3	"172.016.114.148"
1998-06-2501:02:34	1	"192.168.001.020"	79	"192.168.001.010"	79	"192.168.001.020"	79	"192.168.001.010"
1998-06-2501:03:34	2	"192.168.001.020"	413	"192.168.001.010"	413	"192.168.001.020"	413	"192.168.001.010"
1998-06-2411:34:51	1	"195.073.151.050"	2	"196.227.033.189"	4	"172.016.114.169"	2	"197.182.091.233"
1998-06-2500:08:08	2	"192.168.001.010"	2	"192.168.001.020"	3	"192.168.001.010"	2	"192.168.001.020"
1998-06-2412:02:54	8	"197.218.177.069"	2	"192.151.011.032"	8	"197.218.177.069"	6	"172.016.112.149"
1998-06-2414:22:36	1	"172.016.117.052"	3	"206.132.025.071"	4	"172.016.117.132"	3	"206.132.025.071"
1998-06-2411:38:39	1	"172.016.115.087"	3	"192.150.012.103"	5	"172.016.115.005"	3	"192.150.012.103"
1998-06-2412:07:17	1	"192.168.001.010"	2	"208.214.174.076"	2	"172.016.113.084"	2	"208.214.174.076"
1998-06-2414:14:54	1	"195.115.218.108"	3	"128.192.252.005"	2	"195.115.218.108"	3	"128.192.252.005"
1998-06-2420:12:32	1	"172.016.115.087"	2	"209.049.066.074"	2	"172.016.115.087"	2	"209.049.066.074"
1998-06-2416:04:45	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2416:53:51	2	"172.016.116.044"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2420:00:31	233	"194.027.251.021"	1	"172.016.114.050"	233	"194.027.251.021"	233	"172.016.114.050"
1998-06-2415:37:08	1	"197.218.177.069"	2	"172.016.112.194"	8	"135.013.216.191"	3	"172.016.112.194"
1998-06-2414:03:40	1	"172.016.117.132"	3	"207.025.071.090"	9	"172.016.117.132"	3	"207.025.071.090"
1998-06-2410:07:36	1	"192.168.001.010"	4	"209.001.224.012"	4	"172.016.112.149"	4	"209.001.224.012"
1998-06-2416:17:04	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	11	"192.168.001.010"
1998-06-2414:16:49	1	"172.016.117.111"	2	"207.051.123.250"	4	"195.115.218.108"	2	"207.051.123.250"
1998-06-2418:42:30	1	"172.016.116.201"	1	"192.168.001.010"	1	"172.016.116.201"	1	"207.240.118.017"
1998-06-2500:28:25	1	"192.168.001.005"	3	"194.159.251.175"	3	"172.016.116.194"	3	"194.159.251.175"
1998-06-2415:38:44	3	"197.218.177.069"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2409:53:18	22	"172.016.114.148"	1	"196.227.033.189"	22	"172.016.114.148"	22	"196.227.033.189"
1998-06-2413:51:48	1	"172.016.117.111"	3	"172.016.113.105"	3	"172.016.117.132"	3	"172.016.113.105"
